;Available since;Garden;Latitude;Link;Listing_status;Longitude;Neighbourhood;Number of bedrooms;Number of rooms;Price;Street;Surface (m²);Total volume (m³);Type;Year built;Zipcode
890;> 3 maanden;['Yes', 'ja'];52.40803461;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002379551/banne-buikslootlaan;Beschikbaar;4.91350381;Banne Buiksloot;2;3;275000;Banne Buikslootlaan;78;285;Appartement;2015;1034AB
891;> 3 maanden;['Yes', 'balkon. Orientatie: West'];52.36661344;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002350459/van-spilbergenstraat;Verkocht onder voorbehoud;4.85158244;Hoofdweg en omgeving;1;3;275000;Van Spilbergenstraat;49;115;Woonhuis;1924;1057RA
892;> 3 maanden;['No'];52.3563322;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315406/saskia-van-uijlenburgkade;Beschikbaar;4.84582023;Hoofddorppleinbuurt;[];3;600000;Saskia van Uijlenburgkade;93;115;Appartement;2010;1058GA
893;02-05-2018;['No'];52.3440342;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367741/trompenburgstraat;Verkocht onder voorbehoud;4.90770786;Rijnbuurt;2;3;340000;Trompenburgstraat;61;196;Appartement;1936;1079TT
894;> 3 maanden;['No'];52.38198798;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001387898/buitendraaierij;Beschikbaar;4.91633033;Ijplein/Vogelbuurt;1;2;255000;Buitendraaierij;43;116;Appartement;1984;1021NN
895;23-03-2018;['No'];52.39417105;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337918/schoorlstraat;Verkocht onder voorbehoud;4.94556929;Nieuwendam-Noord;[];3;220000;Schoorlstraat;60;180;Appartement;1960;1024PR
896;30-03-2018;['No'];52.35017004;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342227/mauvestraat;Gepasseerd;4.90260737;IJselbuurt;1;5;350000;Mauvestraat;55;175;Appartement;1923;1073RM
897;24-05-2018;['No'];52.39639972;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385807/bovenover;Beschikbaar;4.93126621;Buikslotermeer;3;4;275000;Bovenover;92;240;Appartement;1968;1025JH
898;25-05-2018;['No'];52.36392115;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386778/jacob-van-lennepstraat;Beschikbaar;4.86454942;Overtoomse Sluis;1;2;295000;Jacob van Lennepstraat;44;137;Appartement;1989;1053JD
899;19-04-2018;['No'];52.3496055;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373106/ladogameerhof;Beschikbaar;4.78370164;Middelveldsche Akerpolder en Sloten;2;4;285000;Ladogameerhof;88;254;Appartement;2000;1060RG
900;> 3 maanden;['No'];52.3758208;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002329487/dirk-van-hasseltssteeg;Beschikbaar;4.89385361;Burgwallen-Nieuwe Zijde;[];4;1195000;Dirk van Hasseltssteeg;107;300;Woonhuis;1730;1012NE
901;06-04-2018;['No'];52.38456871;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002349067/westerdoksdijk;Verkocht onder voorbehoud;4.89239026;Haarlemmerbuurt;[];3;475000;Westerdoksdijk;76;240;Appartement;2008;1013AD
902;22-05-2018;['Yes'];52.36739277;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383578/da-costastraat;Beschikbaar;4.87537373;Van Lennepbuurt;3;4;625000;Da Costastraat;93;307;Appartement;1887;1053ZK
903;16-03-2018;['No'];52.37393929;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332184/marcantilaan;Verkocht onder voorbehoud;4.86791169;Centrale Markt;3;4;435000;Marcantilaan;92;277;Appartement;1984;1051NJ
904;> 3 maanden;['Yes', 'achtertuin'];52.36284224;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301032/crynssenstraat;Bieding;4.85638469;Westindische buurt;2;3;300000;Crynssenstraat;54;203;Appartement;[];1058XX
905;29-03-2018;['No'];52.36379842;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342146/keizersgracht;Beschikbaar;4.8946186;Grachtengordel-West;2;4;749000;Keizersgracht;97;311;Appartement;[];1017DS
906;25-04-2018;['No'];52.37346808;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362275/rozengracht;Verkocht onder voorbehoud;4.88155931;Jordaan;3;4;849000;Rozengracht;145;489;Appartement;[];1016LR
907;> 3 maanden;['No'];52.35045141;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329086/ladogameerhof;Verkocht onder voorbehoud;4.78214903;Middelveldsche Akerpolder en Sloten;[];4;225000;Ladogameerhof;90;250;Opslagruimte;1998;1060RE
908;> 3 maanden;['No'];52.37681344;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002303267/blauwburgwal;Verkocht onder voorbehoud;4.89050889;Grachtengordel-West;1;3;350000;Blauwburgwal;35;106;Appartement;1955;1015AT
909;18-05-2018;['No'];52.34729433;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382956/churchill-laan;Beschikbaar;4.89399458;Scheldebuurt;2;3;625000;Churchill-laan;100;327;Appartement;1906;1078ER
910;> 3 maanden;['Yes'];52.41223988;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002375684/vegastraat;Beschikbaar;4.88554083;Tuindorp Oostzaan;4;5;325000;Vegastraat;85;327;Woonhuis;1937;1033HZ
911;> 3 maanden;['Yes', 'achtertuin'];52.35266496;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373086/irawan-soejonostraat;Verkocht onder voorbehoud;4.78440861;Middelveldsche Akerpolder en Sloten;2;3;299000;Irawan Soejonostraat;82;268;Woonhuis;1990;1069PG
912;> 3 maanden;['No'];52.35544213;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002323431/kiekstraat;Beschikbaar;4.99913554;IJburg West;[];3;359000;Kiekstraat;96;301;Appartement;2004;1087GT
913;03-05-2018;['No'];52.35867985;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369947/valentijnkade;Verkocht onder voorbehoud;4.94288383;Middenmeer;2;3;300000;Valentijnkade;49;157;Appartement;1926;1095JK
914;> 3 maanden;['No'];52.36115686;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002291356/brederodestraat;Beschikbaar;4.86340753;Overtoomse Sluis;[];3;339000;Brederodestraat;56;154;Appartement;1910;1054VG
915;> 3 maanden;['No'];52.36386732;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372708/von-zesenstraat;Beschikbaar;4.92508197;Dapperbuurt;1;2;300000;Von Zesenstraat;50;159;Appartement;1965;1093BJ
916;17-05-2018;['No'];52.38000452;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382094/lindengracht;Beschikbaar;4.88211632;Jordaan;2;3;575000;Lindengracht;84;265;Appartement;1976;1015KN
917;> 3 maanden;['No'];52.36273826;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002325593/nieuwe-achtergracht;Beschikbaar;4.91007494;Weesperbuurt/Plantage;[];5;1600000;Nieuwe Achtergracht;149;520;Appartement;1887;1018WV
918;> 3 maanden;['No'];52.35463354;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382144/clauskindereweg;Beschikbaar;4.79514127;Osdorp-Midden;3;5;275000;Clauskindereweg;101;307;Appartement;2005;1069HN
919;> 3 maanden;['No'];52.36036178;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359984/fokke-simonszstraat;Verkocht onder voorbehoud;4.89381998;De Weteringschans;4;5;550000;Fokke Simonszstraat;76;250;Appartement;[];1017TE
920;01-05-2018;['No'];52.3771271;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366837/goeman-borgesiusstraat;Beschikbaar;4.79998109;Geuzenveld;2;3;360000;Goeman Borgesiusstraat;99;235;Appartement;1957;1067LN
921;25-05-2018;['No'];52.30941516;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386400/leksmondhof;Beschikbaar;4.9801671;Nellestein;2;3;200000;Leksmondhof;81;267;Appartement;1976;1108EX
922;> 3 maanden;['No'];52.34867538;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371896/tweede-van-der-helststraat;Verkocht onder voorbehoud;4.89541753;Nieuwe Pijp;3;4;425000;Tweede Van der Helststraat;86;275;Appartement;1922;1073AN
923;19-04-2018;['Yes', 'achtertuin'];52.34834196;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373097/turnhoutplantsoen;Verkocht onder voorbehoud;4.80783229;Sloten- en Riekerpolder;3;4;325000;Turnhoutplantsoen;112;351;Woonhuis;1992;1066NT
924;> 3 maanden;['No'];52.36670965;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373080/lutkemeerweg;Beschikbaar;4.77675902;Lutkemeer en Ookmeer;4;5;695000;Lutkemeerweg;125;350;Woonhuis;1923;1067TJ
925;01-05-2018;['No'];52.36820972;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365778/kinkerstraat;Verkocht onder voorbehoud;4.87515874;Van Lennepbuurt;1;2;225000;Kinkerstraat;33;82;Appartement;1900;1053DV
926;03-05-2018;['No'];52.31052299;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371207/leksmondhof;Beschikbaar;4.98347097;Nellestein;2;3;179000;Leksmondhof;78;22397;Appartement;1979;1108EV
927;> 3 maanden;['No'];52.35474477;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002263647/albert-cuypstraat;Verkocht onder voorbehoud;4.88746791;Oude Pijp;2;3;300000;Albert Cuypstraat;46;150;Appartement;1886;1072CK
928;11-04-2018;['No'];52.35443842;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352970/vogelenzangstraat;Verkocht onder voorbehoud;4.84836803;Hoofddorppleinbuurt;[];2;325000;Vogelenzangstraat;46;180;Appartement;[];1058ST
929;25-05-2018;['No'];52.38346923;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386686/suze-groenewegplantsoen;Beschikbaar;4.81029628;Geuzenveld;3;4;335000;Suze Groenewegplantsoen;102;330;Appartement;1994;1067DC
930;> 3 maanden;['Yes', 'achtertuin'];52.35325842;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002164240/valeriusstraat;Beschikbaar;4.86584924;Willemspark;4;9;2500000;Valeriusstraat;294;1495;Appartement;1911;1075ET
931;23-05-2018;['No'];52.35841105;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385094/van-eeghenstraat;Beschikbaar;4.87676914;Museumkwartier;1;2;469000;Van Eeghenstraat;58;164;Appartement;1892;1071GE
932;> 3 maanden;['Yes'];52.37699328;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001921708/ferguutstraat;Beschikbaar;4.85534885;Erasmuspark;2;3;320000;Ferguutstraat;63;164;Appartement;1985;1055SV
933;03-05-2018;['No'];52.38701277;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371363/spaarndammerstraat;Bieding;4.8816105;Spaarndammer- en Zeeheldenbuurt;1;2;225000;Spaarndammerstraat;37;120;Appartement;1909;1013SW
934;04-04-2018;['No'];52.37885363;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346241/jan-den-haenstraat;Bieding;4.8613627;Landlust;2;3;300000;Jan den Haenstraat;52;140;Appartement;1935;1055WG
935;> 3 maanden;['No'];52.33383073;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362625/heringa-state;Beschikbaar;4.87705171;Buitenveldert-West;1;2;330000;Heringa-State;75;215;Appartement;1964;1082TP
936;25-04-2018;['Yes', 'achtertuin'];52.3506088;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373102/a-reitsmakade;Bieding;4.78657941;Middelveldsche Akerpolder en Sloten;4;5;425000;A. Reitsmakade;143;450;Woonhuis;1998;1060RJ
937;07-05-2018;['No'];52.37673739;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373322/bos-en-lommerplantsoen;Verkocht onder voorbehoud;4.84464802;De Kolenkit;1;1;170000;Bos en Lommerplantsoen;29;103;Appartement;[];1055AA
938;> 3 maanden;['No'];52.35867304;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002086072/peter-wotkehof;Verkocht onder voorbehoud;4.99499697;IJburg West;[];5;475000;Peter Wotkehof;106;387;Opslagruimte;2005;1087DG
939;> 3 maanden;['Yes', 'achtertuin'];52.37730027;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002276334/herenstraat;Beschikbaar;4.88872644;Grachtengordel-West;10;12;1900000;Herenstraat;264;940;Woonhuis;1905;1015CB
940;22-05-2018;['No'];52.35720773;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385090/waldenlaan;Beschikbaar;4.92929568;Dapperbuurt;2;3;450000;Waldenlaan;81;253;Appartement;2011;1093NH
941;16-05-2018;['Yes', 'zonneterras'];52.37125491;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381250/blankenstraat;Beschikbaar;4.9319652;Oostelijke Eilanden/Kadijken;3;4;495000;Blankenstraat;87;274;Appartement;[];1018RZ
942;13-05-2018;['No'];52.34348605;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376025/rooseveltlaan;Beschikbaar;4.89893826;Scheldebuurt;3;6;585000;Rooseveltlaan;104;283;Appartement;1934;1079AJ
943;> 3 maanden;['Yes', 'Achtertuin van ca. 50 m2.'];52.29949481;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002299723/anne-kooistrahof;Beschikbaar;4.99139966;Gein;3;4;249000;Anne Kooistrahof;90;250;Woonhuis;1986;1106WH
944;> 3 maanden;['No'];52.363907;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244821/javastraat;Beschikbaar;4.93772233;Indische Buurt West;[];1;215000;Javastraat;37;153;Appartement;1913;1094HE
945;14-03-2018;['No'];52.35774731;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330526/van-eeghenstraat;Verkocht onder voorbehoud;4.87500056;Museumkwartier;4;6;975000;Van Eeghenstraat;155;587;Appartement;1894;1071EV
946;> 3 maanden;['No'];52.37404904;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002281434/confuciusplein;Beschikbaar;4.81193137;Slotermeer-Zuidwest;[];3;325000;Confuciusplein;88;295;Appartement;2008;1064LG
947;08-05-2018;['Yes', 'achtertuin'];52.41232199;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373192/zonneweg;Beschikbaar;4.89009616;Tuindorp Oostzaan;2;5;325000;Zonneweg;71;274;Woonhuis;1922;1033CJ
948;28-05-2018;['Yes', 'zonneterras'];52.38121201;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002388638/willemsstraat;Beschikbaar;4.88496658;Jordaan;3;4;2795000;Willemsstraat;480;1350;Woonhuis;[];1015HW
949;17-05-2018;['No'];52.30558077;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380300/leerdamhof;Beschikbaar;4.97854538;Nellestein;2;3;199000;Leerdamhof;74;240;Appartement;1978;1108CN
950;15-05-2018;['No'];52.37019127;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002379953/borneokade;Bieding;4.94040173;Oostelijk Havengebied;[];10;400000;Borneokade;336;912;Woonhuis;[];1019AV
951;> 3 maanden;['Yes', 'Orientatie: Oost'];52.3683383;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001891918/voetboogstraat;Verkocht onder voorbehoud;4.89057442;Burgwallen-Nieuwe Zijde;1;2;325000;Voetboogstraat;50;146;Woonhuis;1908;1012XL
952;29-03-2018;['Yes', 'achtertuin'];52.34117838;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002342200/sloterweg;Beschikbaar;4.80229092;Middelveldsche Akerpolder en Sloten;3;4;598000;Sloterweg;132;556;Woonhuis;1990;1066CE
953;> 3 maanden;['Yes', 'ja'];52.35479427;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372910/sint-willibrordusstraat;Beschikbaar;4.90371648;Nieuwe Pijp;[];5;759000;Sint Willibrordusstraat;120;383;Appartement;1900;1074XJ
954;> 3 maanden;['No'];52.37747091;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002194216/visseringstraat;Beschikbaar;4.86983827;Staatsliedenbuurt;2;3;595500;Visseringstraat;109;354;Appartement;2009;1051KH
955;09-04-2018;['No'];52.35534941;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350749/brand-dirk-ochsepark;Verkocht onder voorbehoud;5.00101522;IJburg West;3;4;400000;Brand Dirk Ochsepark;100;329;Appartement;2008;1087HC
956;15-03-2018;['No'];52.37143432;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002332282/czaar-peterstraat;Gepasseerd;4.93187525;Oostelijke Eilanden/Kadijken;[];1;215000;Czaar Peterstraat;43;134;Appartement;2003;1018PX
957;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315609/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;435000;Rapenburgerstraat;56;178;Appartement;1964;1011VK
958;> 3 maanden;['No'];52.35000981;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301133/jan-van-eijckstraat;Beschikbaar;4.87522194;Apollobuurt;5;6;1195000;Jan van Eijckstraat;207;722;Appartement;1928;1077LM
959;16-05-2018;['No'];52.38398971;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380214/cliffordstraat;Beschikbaar;4.87252359;Staatsliedenbuurt;2;3;450000;Cliffordstraat;91;308;Appartement;1905;1051GT
960;> 3 maanden;['No'];52.38369516;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353356/van-hogendorpstraat;Verkocht onder voorbehoud;4.87506805;Staatsliedenbuurt;2;3;450000;Van Hogendorpstraat;73;235;Appartement;1900;1051BS
961;03-05-2018;['No'];52.36513139;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002369929/pieter-vlamingstraat;Beschikbaar;4.92656636;Dapperbuurt;3;4;450000;Pieter Vlamingstraat;91;266;Appartement;[];1093DL
962;13-04-2018;['No'];52.3564903;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373104/langswater;Verkocht onder voorbehoud;4.78903931;De Punt;3;4;185000;Langswater;73;223;Appartement;[];1069ED
963;> 3 maanden;['Yes'];52.30088734;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002379753/helena-kuipers-rietberghof;Beschikbaar;4.991226;Gein;5;6;265000;Helena Kuipers-Rietberghof;105;223;Woonhuis;1986;1106WE
964;> 3 maanden;['No'];52.37637244;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002288021/nieuwezijds-kolk;Beschikbaar;4.89466987;Burgwallen-Nieuwe Zijde;2;4;499000;Nieuwezijds Kolk;67;260;Appartement;[];1012PV
965;> 3 maanden;['No'];52.37241757;https://www.pararius.nl/overig-te-koop/amsterdam/PB0002363891/panamakade;Beschikbaar;4.94030006;Oostelijk Havengebied;1;2;289000;Panamakade;56;260;Overig;1980;1019AX
966;> 3 maanden;['No'];52.35764509;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002252998/deymanstraat;Verkocht onder voorbehoud;4.908559;Weesperzijde;3;4;425000;Deymanstraat;90;294;Appartement;1988;1091SE
967;22-03-2018;['No'];52.38482206;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337410/van-beuningenstraat;Beschikbaar;4.87794867;Staatsliedenbuurt;[];2;300000;Van Beuningenstraat;59;223;Appartement;1981;1051XG
968;05-04-2018;['No'];52.35281973;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002363227/haarlemmermeerstraat;Verkocht onder voorbehoud;4.85014903;Hoofddorppleinbuurt;1;2;325000;Haarlemmermeerstraat;55;148;Appartement;1906;1058KH
969;11-05-2018;['Yes', 'achtertuin'];52.38923589;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002375401/scharwouderstraat;Verkocht onder voorbehoud;4.94773379;Tuindorp Nieuwendam;3;4;319000;Scharwouderstraat;65;241;Woonhuis;1927;1023CX
970;20-04-2018;['No'];52.35254695;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358910/graaf-florisstraat;Beschikbaar;4.91250358;Weesperzijde;1;3;600000;Graaf Florisstraat;108;323;Appartement;1905;1091TE
971;> 3 maanden;['Yes', 'ja'];52.41932744;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002375140/adriaan-loosjesstraat;Beschikbaar;4.89538301;Oostzanerwerf;4;5;400000;Adriaan Loosjesstraat;126;420;Woonhuis;1958;1035XP
972;> 3 maanden;['No'];52.35693096;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002389485/tussen-meer;Beschikbaar;4.79265916;Osdorp-Midden;3;4;225000;Tussen Meer;83;270;Opslagruimte;1961;1069DW
973;> 3 maanden;['No'];52.35338923;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377072/anielewiczsingel;Verkocht onder voorbehoud;4.77666337;Middelveldsche Akerpolder en Sloten;2;3;249000;Anielewiczsingel;76;245;Appartement;1989;1069NE
974;22-03-2018;['No'];52.35849437;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336107/swammerdamstraat;Verkocht onder voorbehoud;4.90743418;Weesperzijde;[];1;195000;Swammerdamstraat;29;94;Appartement;1983;1091RP
975;19-04-2018;['No'];52.36587158;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359587/kinkerstraat;Beschikbaar;4.86661131;Van Lennepbuurt;1;2;295000;Kinkerstraat;47;170;Appartement;1904;1053EM
976;> 3 maanden;['No'];52.35102607;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002295916/johannes-van-der-waalsstraat;Verkocht onder voorbehoud;4.93968743;Middenmeer;4;5;650000;Johannes van der Waalsstraat;111;344;Appartement;1929;1098PD
977;23-05-2018;['Yes', 'achtertuin'];52.35136529;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002384655/h-diesveldsingel;Beschikbaar;4.78865338;Middelveldsche Akerpolder en Sloten;3;4;375000;H. Diesveldsingel;119;419;Woonhuis;1998;1060RL
978;> 3 maanden;['No'];52.31786107;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002388816/raoul-wallenbergstraat;Beschikbaar;4.95723687;Bijlmer-Centrum (D, F, H);2;3;275000;Raoul Wallenbergstraat;83;419;Appartement;2010;1102AX
979;> 3 maanden;['No'];52.31855449;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002254684/lontarpalmstraat;Verkocht onder voorbehoud;4.98243001;Bijlmer-Oost (E, G, K);[];7;275000;Lontarpalmstraat;145;435;Opslagruimte;2003;1104DM
980;18-04-2018;['No'];52.37478974;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356573/beursstraat;Verkocht onder voorbehoud;4.89662589;Burgwallen-Oude Zijde;1;2;347500;Beursstraat;66;238;Appartement;1906;1012JV
981;25-04-2018;['No'];52.40846399;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377711/bramzeilhof;Verkocht onder voorbehoud;4.92275051;Banne Buiksloot;[];3;225000;Bramzeilhof;73;190;Appartement;[];1034LM
982;> 3 maanden;['No'];52.36353384;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001917222/leidsekruisstraat;Beschikbaar;4.88512267;De Weteringschans;1;2;319000;Leidsekruisstraat;45;190;Appartement;1900;1017RE
983;25-04-2018;['Yes', 'Nieuwe tuin 1'];52.36131996;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002361138/tweede-weteringdwarsstraat;Verkocht onder voorbehoud;4.89082914;De Weteringschans;2;3;550000;Tweede Weteringdwarsstraat;72;264;Appartement;1906;1017SV
984;> 3 maanden;['No'];52.37101648;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377404/burgemeester-van-de-pollstraat;Beschikbaar;4.83186748;Slotermeer-Zuidwest;3;4;275000;Burgemeester Van de Pollstraat;93;290;Appartement;1987;1064PA
985;13-04-2018;['No'];52.40897868;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353005/grootzeilhof;Beschikbaar;4.92336237;Banne Buiksloot;2;3;250000;Grootzeilhof;74;235;Appartement;1978;1034MB
986;> 3 maanden;['No'];52.37032326;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002204887/lijnbaansgracht;Beschikbaar;4.87757183;Jordaan;4;5;799000;Lijnbaansgracht;128;411;Appartement;[];1016VX
987;30-03-2018;['No'];52.35805402;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002343096/ruyschstraat;Teruggetrokken;4.91190153;Weesperzijde;1;2;385000;Ruyschstraat;62;179;Appartement;[];1091BX
988;11-05-2018;['No'];52.34670586;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375313/p-hans-frankfurthersingel;Beschikbaar;4.79505622;Middelveldsche Akerpolder en Sloten;1;3;300000;P. Hans Frankfurthersingel;75;190;Appartement;2004;1060TN
989;07-05-2018;['No'];52.35638474;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372442/eerste-van-der-helststraat;Beschikbaar;4.89274858;Oude Pijp;2;3;425000;Eerste Van der Helststraat;66;191;Appartement;[];1073AB
990;> 3 maanden;['Yes'];52.35669226;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377572/jan-muschstraat;Beschikbaar;4.82096394;Slotervaart;3;4;285000;Jan Muschstraat;86;191;Appartement;1984;1065LX
991;19-04-2018;['No'];52.3846774;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358879/waterspiegelplein;Bieding;4.86946041;Centrale Markt;2;3;465000;Waterspiegelplein;88;258;Appartement;1991;1051PB
992;24-05-2018;['No'];52.37087034;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002387917/singel;Beschikbaar;4.88784424;Grachtengordel-West;1;2;600000;Singel;79;30894;Appartement;1720;1016AE
993;03-05-2018;['No'];52.32753837;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367702/van-nijenrodeweg;Beschikbaar;4.87476219;Buitenveldert-West;[];2;210000;Van Nijenrodeweg;34;113;Appartement;1965;1082HM
994;17-05-2018;['Yes', 'zonneterras'];52.36020499;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380505/pieter-cornelisz-hooftstraat;Beschikbaar;4.8801103;Museumkwartier;1;2;895000;Pieter Cornelisz. Hooftstraat;105;401;Appartement;[];1071CC
995;> 3 maanden;['No'];52.34112307;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367413/president-kennedylaan;Beschikbaar;4.90793006;Scheldebuurt;2;3;325000;President Kennedylaan;53;150;Appartement;1934;1079NJ
996;23-03-2018;['No'];52.35331153;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337742/ruysdaelstraat;Verkocht onder voorbehoud;4.88014503;Museumkwartier;[];1;235000;Ruysdaelstraat;34;89;Appartement;1911;1071XB
997;15-05-2018;['No'];52.36548202;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377623/nassaukade;Bieding;4.87830282;Da Costabuurt;1;2;345000;Nassaukade;50;167;Appartement;1902;1054AC
998;> 3 maanden;['No'];52.35622184;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002280266/daniel-stalpertstraat;Verkocht onder voorbehoud;4.88819991;Oude Pijp;1;2;295000;Daniël Stalpertstraat;45;140;Appartement;1880;1072XG
999;> 3 maanden;['No'];52.35993245;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002336157/formosastraat;Verkocht onder voorbehoud;4.93484123;Indische Buurt West;1;2;220000;Formosastraat;46;150;Appartement;1986;1094SZ
