;Available since;Coordinates;Garden;Listing_status;Neighbourhood;Number of bedrooms;Number of rooms;Price;Surface (m²);Total volume (m³);Year built;Zipcode;link
861;01-05-2018;('4.8444993100', '52.3759770300');['N', 'e', 'e'];Beschikbaar;De Kolenkit;1;1;175.000;28;231;2012;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002371578/bos-en-lommerplantsoen
"
862;16-05-2018;('4.9424528400', '52.3606713200');['N', 'e', 'e'];Beschikbaar;Indische Buurt Oost;1;4;625.000;130;360;1997;1095HW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380030/sumatraplantsoen
"
863;08-05-2018;('4.9727813800', '52.3183503200');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);1;4;239.000;92;252;1970;1104TS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374334/kikkenstein
"
864;11-04-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;300.000;84;210;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351829/goeman-borgesiusstraat
"
865;> 3 maanden;('4.8839886700', '52.3275959500');['Ja', 'Orientatie: Zuid'];Beschikbaar;Buitenveldert-West;3;4;450.000;122;350;1963;1083EG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002081063/van-nijenrodeweg
"
866;> 3 maanden;('4.8852664600', '52.3819682500');['N', 'e', 'e'];Beschikbaar;Haarlemmerbuurt;1;2;285.000;39;65;1927;1015GH;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380082/brouwersgracht
"
867;> 3 maanden;('4.9061828200', '52.3683038800');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;2;3;895.000;151;587;1900;1011VM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002226795/rapenburgerstraat
"
868;30-04-2018;('4.7884930200', '52.3501960700');['N', 'e', 'e'];Bieding;Osdorp-Oost;2;3;285.000;87;248;1999;1060TX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373107/pieter-calandlaan
"
869;> 3 maanden;('4.8563846900', '52.3628422400');['Ja', 'achtertuin'];Bieding;Westindische buurt;2;3;300.000;54;203;1999;1058XX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002301032/crynssenstraat
"
870;> 3 maanden;('4.9380920200', '52.3766978800');['N', 'e', 'e'];Verkocht onder voorbehoud;Oostelijk Havengebied;2;4;625.000;123;375;2000;1019LL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002320817/knsm-laan
"
871;15-05-2018;('4.8713415900', '52.3820612000');['N', 'e', 'e'];Beschikbaar;Staatsliedenbuurt;5;6;525.000;98;280;2000;1051EA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377625/van-boetzelaerstraat
"
872;> 3 maanden;('4.8348451200', '52.3594811400');['N', 'e', 'e'];Verkocht onder voorbehoud;Overtoomse Veld;5;3;275.000;88;292;1998;1062DK;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002254281/johan-jongkindstraat
"
873;> 3 maanden;('4.9813738900', '52.3137514100');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);2;3;219.000;90;250;2008;1104VA;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001913222/1e-kekerstraat
"
874;> 3 maanden;('4.7885474600', '52.3472483400');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Middelveldsche Akerpolder en Sloten;3;4;439.000;139;493;1998;1060SM;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373078/pennyhof
"
875;> 3 maanden;('4.7942452300', '52.3755526200');['Ja', 'ja'];Beschikbaar;Geuzenveld;2;3;300.000;85;295;1998;1067RC;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002301974/willem-kromhoutstraat
"
876;> 3 maanden;('4.9085590000', '52.3576450900');['N', 'e', 'e'];Verkocht onder voorbehoud;Weesperzijde;3;4;425.000;90;294;1988;1091SE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002252998/deymanstraat
"
877;> 3 maanden;('4.8893348800', '52.3558042000');['Ja', 'ja'];Beschikbaar;Oude Pijp;1;2;699.000;112;170;1880;1072CC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244818/saenredamstraat
"
878;30-03-2018;('4.9346608700', '52.3704204100');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;3;4;415.000;93;240;2001;1019AZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002343313/panamalaan
"
879;> 3 maanden;('4.8610422300', '52.3809253200');['N', 'e', 'e'];Beschikbaar;De Krommert;3;1;225.000;53;225;1959;1055RD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380631/willem-de-zwijgerlaan
"
880;> 3 maanden;('4.8576961600', '52.3329098400');['N', 'e', 'e'];Beschikbaar;Stadionbuurt;3;4;399.500;90;268;1998;1081JD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002228981/amstelveenseweg
"
881;> 3 maanden;('4.8576961600', '52.3329098400');['N', 'e', 'e'];Beschikbaar;Stadionbuurt;3;4;399.500;90;268;1998;1081JD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002372668/prinsengracht
"
882;06-03-2018;('4.9084194200', '52.3692207000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;1;2;495.000;57;185;1964;1011VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315604/rapenburgerstraat
"
883;09-04-2018;('4.8876505200', '52.3541703200');['N', 'e', 'e'];Verkocht onder voorbehoud;Oude Pijp;1;2;300.000;51;130;1991;1072EB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350624/govert-flinckstraat
"
884;> 3 maanden;('4.8508203400', '52.3822846000');['N', 'e', 'e'];Verkocht onder voorbehoud;Landlust;2;3;300.000;63;200;1950;1055KH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002354813/wiltzanghlaan
"
885;> 3 maanden;('4.9805383600', '52.3201208600');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);2;3;275.000;99;350;2007;1104DB;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002376704/arenpalmstraat
"
886;> 3 maanden;('4.9805383600', '52.3201208600');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);2;3;275.000;99;350;2007;1104DB;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380081/van-diemenkade
"
887;> 3 maanden;('4.9805383600', '52.3201208600');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);2;3;275.000;99;350;2007;1104DB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002075150/gustav-mahlerlaan
"
888;> 3 maanden;('4.7811015000', '52.3508505100');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;2;3;249.000;83;225;1999;1060PJ;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002247072/ladogameerhof
"
889;> 3 maanden;('4.9950563200', '52.3586013400');['Ja'];Beschikbaar;IJburg West;4;5;475.000;105;225;2006;1087DG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002223807/peter-wotkehof
"
890;26-04-2018;('4.9417411400', '52.3774576400');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;2;3;550.000;88;263;1996;1019LG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380063/knsm-laan
"
891;15-05-2018;('4.8706674000', '52.3705899300');['N', 'e', 'e'];Beschikbaar;Van Lennepbuurt;3;4;489.000;91;299;1902;1053KK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377559/bilderdijkstraat
"
892;04-04-2018;('4.8613627000', '52.3788536300');['N', 'e', 'e'];Beschikbaar;Landlust;1;2;275.000;51;140;1935;1055WG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346242/jan-den-haenstraat
"
893;30-03-2018;('4.8842037300', '52.3694798100');['Ja', 'zonneterras'];Verkocht onder voorbehoud;Grachtengordel-West;3;6;2.200.000;237;930;1935;1016GA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002342225/keizersgracht
"
894;> 3 maanden;('4.8892564000', '52.3575654700');['N', 'e', 'e'];Verkocht onder voorbehoud;Oude Pijp;2;3;425.000;62;200;1879;1072BC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002223873/eerste-jacob-van-campenstraat
"
895;06-04-2018;('4.9095461100', '52.3382161100');['N', 'e', 'e'];Beschikbaar;De Omval;2;3;59.000;88;220;1990;1096CN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380107/jan-vroegopsingel
"
896;> 3 maanden;('4.7889101300', '52.3573614600');['N', 'e', 'e'];Verkocht onder voorbehoud;De Punt;3;4;185.000;72;227;1966;1069EE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373082/langswater
"
897;16-05-2018;('5.0111489800', '52.3476560500');['N', 'e', 'e'];Beschikbaar;IJburg Zuid;3;5;475.000;113;412;2011;1087NA;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002381094/peter-martensstraat
"
898;07-03-2018;('4.9126787000', '52.3608792800');['N', 'e', 'e'];Beschikbaar;Oosterparkbuurt;2;3;375.000;74;212;1989;1091GC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002316335/mauritskade
"
899;> 3 maanden;('4.8901014000', '52.4118546600');['N', 'e', 'e'];Verkocht onder voorbehoud;Tuindorp Oostzaan;3;4;275.000;71;250;1989;1033GE;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002371028/castorplein
"
900;19-03-2018;('4.8442569200', '52.3809245000');['N', 'e', 'e'];Beschikbaar;De Kolenkit;3;4;229.000;85;220;1962;1061GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002333280/sinjeur-semeynsstraat
"
901;19-03-2018;('4.8442569200', '52.3809245000');['N', 'e', 'e'];Beschikbaar;De Kolenkit;3;4;229.000;85;220;1962;1061GL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002318004/prinseneiland
"
902;18-05-2018;('4.9314397400', '52.3752344400');['N', 'e', 'e'];Bieding;Oostelijk Havengebied;2;3;650.000;98;290;2012;1019BW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382945/oostelijke-handelskade
"
903;10-05-2018;('4.8617399700', '52.3618864700');['Ja', 'achtertuin'];Beschikbaar;Overtoomse Sluis;2;3;425.000;70;288;1903;1054XM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374207/kanaalstraat
"
904;24-03-2018;('4.8726424400', '52.3610895100');['N', 'e', 'e'];Beschikbaar;Museumkwartier;2;5;1.195.000;168;610;1882;1054GS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337924/vondelstraat
"
905;13-05-2018;('4.8989382600', '52.3434860500');['N', 'e', 'e'];Beschikbaar;Scheldebuurt;3;6;585.000;104;283;1934;1079AJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376025/rooseveltlaan
"
906;16-05-2018;('4.8623651500', '52.3760539100');['Ja', 'achtertuin'];Verkocht onder voorbehoud;De Krommert;3;6;575.000;104;279;1938;1056JM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380244/willem-de-zwijgerlaan
"
907;16-04-2018;('4.8649227400', '52.3708703200');['N', 'e', 'e'];Beschikbaar;De Krommert;1;2;235.000;31;107;1942;1056KS;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355105/korte-geuzenstraat
"
908;> 3 maanden;('4.8708459400', '52.3274943800');['Ja', 'balkon op zuid 3m2.'];Beschikbaar;Buitenveldert-West;1;2;199.000;35;94;1955;1082JC;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002346247/van-nijenrodeweg
"
909;13-04-2018;('4.8786536300', '52.3835488300');['N', 'e', 'e'];Verkocht onder voorbehoud;Staatsliedenbuurt;1;5;675.000;100;331;1905;1052BE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367871/eerste-nassaustraat
"
910;13-05-2018;('4.8987624600', '52.3567961800');['N', 'e', 'e'];Beschikbaar;Oude Pijp;1;1;210.000;24;75;2009;1073BR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375969/albert-cuypstraat
"
911;> 3 maanden;('4.8501074700', '52.3768707600');['N', 'e', 'e'];Verkocht onder voorbehoud;Erasmuspark;2;3;275.000;55;190;1940;1055BE;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002338842/lanseloetstraat
"
912;> 3 maanden;('4.8872818900', '52.4233649300');['Ja', 'ja'];Beschikbaar;Oostzanerwerf;2;3;250.000;79;255;1992;1035HL;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002369564/potvisstraat
"
913;13-03-2018;('4.9619726400', '52.3167750600');['N', 'e', 'e'];Verkocht onder voorbehoud;Bijlmer-Centrum (D, F, H);2;4;295.000;100;300;1999;1102SP;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002323573/blauwdasstraat
"
914;13-03-2018;('4.9619726400', '52.3167750600');['N', 'e', 'e'];Verkocht onder voorbehoud;Bijlmer-Centrum (D, F, H);2;4;295.000;100;300;1999;1102SP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002340352/hoofdweg
"
915;> 3 maanden;('4.7777162900', '52.3547428200');['Ja', 'ja'];Beschikbaar;Middelveldsche Akerpolder en Sloten;2;3;275.000;78;285;1988;1069NC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002359986/m-gandhilaan
"
916;> 3 maanden;('4.7777162900', '52.3547428200');['N', 'e', 'e'];Beschikbaar;Middelveldsche Akerpolder en Sloten;2;3;275.000;78;285;1988;1069NC;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352339/fagelstraat
"
917;> 3 maanden;('4.8120202900', '52.3773839300');['N', 'e', 'e'];Verkocht onder voorbehoud;Slotermeer-Zuidwest;2;3;239.000;76;220;2004;1064JE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373088/melis-stokehof
"
918;14-03-2018;('4.8731997500', '52.3649386800');['N', 'e', 'e'];Beschikbaar;Helmersbuurt;2;3;750.000;117;380;2011;1054BR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330527/eerste-constantijn-huygensstraat
"
919;08-05-2018;('4.8952497900', '52.3518923000');['N', 'e', 'e'];Verkocht onder voorbehoud;Diamantbuurt;2;3;700.000;116;386;1921;1073GG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002376526/rustenburgerstraat
"
920;02-05-2018;('4.9017588600', '52.3526022400');['N', 'e', 'e'];Beschikbaar;Diamantbuurt;1;2;425.000;51;175;1908;1073SL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367064/pieter-aertszstraat
"
921;> 3 maanden;('4.8909434000', '52.3721057000');['N', 'e', 'e'];Beschikbaar;Burgwallen-Nieuwe Zijde;1;1;245.000;29;125;1870;1012RK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002281280/nieuwezijds-voorburgwal
"
922;> 3 maanden;('4.7881091100', '52.3590650900');['N', 'e', 'e'];Verkocht onder voorbehoud;De Punt;3;4;214.500;72;223;1970;1069EH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362569/langswater
"
923;> 3 maanden;('4.8881999100', '52.3562218400');['N', 'e', 'e'];Verkocht onder voorbehoud;Oude Pijp;1;2;295.000;45;140;1880;1072XG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002280266/daniel-stalpertstraat
"
924;> 3 maanden;('4.8576827600', '52.3820099000');['Ja', 'Dakterras . Lengte: 6. Breedte: 3. Orientatie: Zuid'];Beschikbaar;De Krommert;3;4;450.000;63;190;1934;1055RB;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002240973/willem-de-zwijgerlaan
"
925;18-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382944/goeman-borgesiusstraat
"
926;02-03-2018;('4.8576530300', '52.3598999400');['N', 'e', 'e'];Beschikbaar;Overtoomse Sluis;3;5;499.000;85;290;1957;1054TL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002308277/j-j-cremerplein
"
927;12-04-2018;('4.8879639600', '52.3811078400');['N', 'e', 'e'];Beschikbaar;Haarlemmerbuurt;3;2;799.000;134;336;1905;1013HB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352571/brouwersgracht
"
928;17-05-2018;('4.8714195200', '52.3816750700');['N', 'e', 'e'];Beschikbaar;Staatsliedenbuurt;3;4;525.000;95;289;1906;1051XZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382941/van-beuningenstraat
"
929;17-05-2018;('4.8821163200', '52.3800045200');['N', 'e', 'e'];Beschikbaar;Jordaan;2;3;575.000;84;265;1976;1015KN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382094/lindengracht
"
930;05-04-2018;('4.9210028200', '52.3873990700');['Ja', 'voortuin'];Beschikbaar;Nieuwendammerham;2;3;275.000;49;181;1920;1021VH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380060/kievitstraat
"
931;15-03-2018;('4.9091737900', '52.3877833300');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Volewijck;1;2;269.000;44;132;1919;1031EB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331183/van-der-pekstraat
"
932;12-05-2018;('4.8521179800', '52.3538622400');['N', 'e', 'e'];Bieding;Hoofddorppleinbuurt;4;7;875.000;136;495;1902;1058HZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375701/jacob-marisstraat
"
933;> 3 maanden;('4.8724372900', '52.3813020100');['N', 'e', 'e'];Beschikbaar;Staatsliedenbuurt;1;2;240.000;40;495;1912;1051HR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365629/eerste-keucheniusstraat
"
934;> 3 maanden;('4.8016249400', '52.3516189300');['N', 'e', 'e'];Beschikbaar;Osdorp-Midden;1;2;259.000;59;180;1912;1069TD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002244057/h-gerhardstraat
"
935;> 3 maanden;('4.9182506900', '52.4031705300');['Ja', 'ja'];Verkocht onder voorbehoud;Banne Buiksloot;2;3;250.000;81;250;1995;1034WP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352381/bep-van-klaverenboulevard
"
936;> 3 maanden;('4.8173584500', '52.3734012000');['Ja', 'ja'];Verkocht onder voorbehoud;Slotermeer-Zuidwest;2;3;475.000;112;385;1955;1064LD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002317687/aristotelesstraat
"
937;> 3 maanden;('4.9506840500', '52.3238163100');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);2;3;189.500;85;385;1992;1102AR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002242458/simone-de-beauvoirstraat
"
938;> 3 maanden;('4.9810761200', '52.3094272700');['N', 'e', 'e'];Beschikbaar;Nellestein;2;3;175.000;69;385;1979;1108GB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002357569/leksmondhof
"
939;> 3 maanden;('4.7898842300', '52.3602424800');['N', 'e', 'e'];Beschikbaar;Osdorp-Midden;2;3;275.000;80;235;2006;1069ZR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377073/osdorper-ban
"
940;06-03-2018;('4.9084194200', '52.3692207000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;1;2;415.000;55;168;1964;1011VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315588/rapenburgerstraat
"
941;23-03-2018;('4.9455692900', '52.3941710500');['N', 'e', 'e'];Verkocht onder voorbehoud;Nieuwendam-Noord;1;3;220.000;60;180;1960;1024PR;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337918/schoorlstraat
"
942;17-05-2018;('4.9040275500', '52.3720609500');['Ja', 'Nieuwe tuin 1'];Beschikbaar;Nieuwmarkt/Lastage;1;2;375.000;58;230;1933;1011CX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380301/recht-boomssloot
"
943;11-04-2018;('4.8842453300', '52.3696956900');['Ja', 'zonneterras'];Verkocht onder voorbehoud;Grachtengordel-West;2;3;995.000;123;352;1800;1016GA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351854/keizersgracht
"
944;> 3 maanden;('4.8561774600', '52.3764757100');['N', 'e', 'e'];Beschikbaar;Erasmuspark;2;3;29.500;123;352;1800;1056LD;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002003480/joos-banckersplantsoen
"
945;04-04-2018;('4.8612872500', '52.3790240600');['Ja', 'achtertuin'];Beschikbaar;Landlust;2;3;550.000;115;345;1931;1055WH;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002346243/jan-den-haenstraat
"
946;> 3 maanden;('4.8623802700', '52.3772583300');['N', 'e', 'e'];Verkocht onder voorbehoud;Landlust;2;3;530.000;94;334;1934;1056XP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002295891/de-rijpgracht
"
947;> 3 maanden;('4.8623802700', '52.3772583300');['N', 'e', 'e'];Verkocht onder voorbehoud;Landlust;2;3;530.000;94;334;1934;1056XP;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352610/van-walbeeckstraat
"
948;06-03-2018;('4.9084194200', '52.3692207000');['N', 'e', 'e'];Beschikbaar;Nieuwmarkt/Lastage;1;2;350.000;44;169;1964;1011VK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315593/rapenburgerstraat
"
949;> 3 maanden;('4.9394279500', '52.3738358700');['Ja', 'geen tuin. Lengte: . Breedte: . Orientatie: Zuid'];Beschikbaar;Oostelijk Havengebied;2;3;525.000;100;292;1997;1019DN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373751/oostelijke-handelskade
"
950;> 3 maanden;('4.9363613000', '52.3692584900');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;2;3;40.000;100;292;2000;1019DK;"https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0001044595/entrepothof
"
951;> 3 maanden;('4.9363613000', '52.3692584900');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;2;3;40.000;100;292;2000;1019DK;"https://www.pararius.nl/bedrijfsruimte-te-koop/amsterdam/PB0002225301/nieuwendammerdijk
"
952;> 3 maanden;('4.9749294600', '52.3255210600');['N', 'e', 'e'];Beschikbaar;Bijlmer-Oost (E, G, K);4;5;249.000;108;292;1974;1103KZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002370484/gouden-leeuw
"
953;30-04-2018;('4.8551479500', '52.3619109500');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Westindische buurt;3;4;585.000;90;246;1930;1058XE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365822/bonairestraat
"
954;16-03-2018;('4.8809029600', '52.3743640500');['N', 'e', 'e'];Beschikbaar;Jordaan;4;6;2.121.500;221;776;1850;1016KG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331465/bloemgracht
"
955;> 3 maanden;('4.9172019800', '52.4036786700');['N', 'e', 'e'];Verkocht onder voorbehoud;Banne Buiksloot;3;4;259.000;88;270;1994;1034WG;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002352493/john-kellypad
"
956;> 3 maanden;('5.0118887900', '52.3493048700');['N', 'e', 'e'];Verkocht onder voorbehoud;IJburg Zuid;2;3;340.000;99;314;2010;1087LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002283629/ben-van-meerendonkstraat
"
957;> 3 maanden;('4.8011213300', '52.3740248700');['Ja'];Beschikbaar;Geuzenveld;2;3;295.000;94;275;2015;1067MX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002271563/troelstralaan
"
958;> 3 maanden;('4.9162439800', '52.3638414800');['N', 'e', 'e'];Verkocht onder voorbehoud;Weesperbuurt/Plantage;2;4;695.000;105;350;2015;1018TE;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002351909/plantage-badlaan
"
959;> 3 maanden;('4.9795753600', '52.3003893800');['N', 'e', 'e'];Beschikbaar;Holendrecht/Reigersbos;3;4;217.500;83;350;1982;1106BA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366699/polsbroekstraat
"
960;15-03-2018;('4.8875775100', '52.3684784800');['N', 'e', 'e'];Beschikbaar;Grachtengordel-West;2;3;600.000;91;260;1650;1016AK;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331263/singel
"
961;> 3 maanden;('4.9205210600', '52.3389779500');['Ja', 'ja'];Beschikbaar;De Omval;2;1;194.000;28;96;2015;1096GJ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002383189/welnastraat
"
962;23-03-2018;('4.7955966300', '52.3524068400');['N', 'e', 'e'];Beschikbaar;Osdorp-Midden;2;5;465.000;151;400;2015;1069KD;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002337328/johan-hofmanstraat
"
963;16-03-2018;('4.8808880000', '52.3589500300');['N', 'e', 'e'];Beschikbaar;Museumkwartier;3;4;3.300.000;242;883;1903;1071DA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002331771/paulus-potterstraat
"
964;22-03-2018;('4.9074781600', '52.3652892600');['Ja', 'achtertuin'];Verkocht onder voorbehoud;Weesperbuurt/Plantage;2;3;639.000;109;340;1982;1018VG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337751/nieuwe-keizersgracht
"
965;> 3 maanden;('4.9256068300', '52.3938522700');['Ja', 'ja'];Bieding;Tuindorp Buiksloot;1;2;275.000;61;270;1931;1025RN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002340907/vlielandstraat
"
966;> 3 maanden;('4.9223567400', '52.4081748400');['N', 'e', 'e'];Beschikbaar;Banne Buiksloot;2;3;265.000;75;287;1971;1034LL;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350600/bramzeilhof
"
967;05-03-2018;('4.7891125800', '52.3564996500');['N', 'e', 'e'];Bieding;De Punt;3;4;170.000;70;210;1968;1069ED;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002313263/langswater
"
968;05-03-2018;('4.7891125800', '52.3564996500');['N', 'e', 'e'];Bieding;De Punt;3;4;170.000;70;210;1968;1069ED;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339691/gedempte-begijnensloot
"
969;14-05-2018;('4.8799254500', '52.3673853900');['N', 'e', 'e'];Beschikbaar;Jordaan;2;3;500.000;70;171;1990;1016ZA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377595/passeerdersstraat
"
970;03-04-2018;('4.7969175900', '52.3557209400');['N', 'e', 'e'];Beschikbaar;Osdorp-Midden;3;4;249.000;83;257;1962;1069GZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002344491/ekingenstraat
"
971;18-05-2018;('4.8939945800', '52.3472943300');['N', 'e', 'e'];Beschikbaar;Scheldebuurt;2;3;625.000;100;327;1906;1078ER;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382956/churchill-laan
"
972;17-05-2018;('4.9254705000', '52.3618016700');['N', 'e', 'e'];Bieding;Dapperbuurt;1;2;275.000;43;138;1891;1093VG;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382092/tweede-van-swindenstraat
"
